Date,Albums w/TEA w/SEA On-Demand,Albums w/TEA w/SEA On-Demand Audio,Albums w/ TEA,Total Album Sales,Physical Albums Sales,Digital Albums Sales,Digital Song Sales,Total Streaming On-Demand,Streaming On-Demand Audio,Streaming On-Demand Video,Total Streaming Programmed,Streaming Programmed Audio,Streaming Programmed Video,Airplay Spins,Airplay Audience
Week 16 2016 04/15/2016 - 04/21/2016,"16,867","12,207","7,784","6,005","4,349","1,656","17,792","13,625,082","6,634,766","6,990,316","214,745","214,745",0,230,"865,200"
Week 17 2016 04/22/2016 - 04/28/2016,"16,806","12,204","7,718","5,769","4,051","1,718","19,489","13,632,684","6,729,736","6,902,948","211,996","211,995",1,221,"948,300"
Week 18 2016 04/29/2016 - 05/05/2016,"16,870","12,352","7,755","5,949","4,194","1,755","18,059","13,672,028","6,895,774","6,776,254","210,144","210,144",0,227,"739,600"
Week 19 2016 05/06/2016 - 05/12/2016,"16,002","11,681","7,165","5,475","3,842","1,633","16,907","13,254,681","6,773,398","6,481,283","205,574","205,573",1,222,"735,700"
Week 20 2016 05/13/2016 - 05/19/2016,"15,870","11,465","7,026","5,311","3,581","1,730","17,152","13,265,280","6,658,900","6,606,380","299,382","299,378",4,203,"673,000"
Week 21 2016 05/20/2016 - 05/26/2016,"14,969","10,602","6,101","4,363","2,534","1,829","17,386","13,301,604","6,751,287","6,550,317","295,308","295,303",5,196,"737,200"
Week 22 2016 05/27/2016 - 06/02/2016,"14,948","10,588","6,219","4,670","3,152","1,518","15,493","13,093,724","6,552,968","6,540,756","279,593","279,592",1,256,"953,100"
Week 23 2016 06/03/2016 - 06/09/2016,"14,632","10,219","5,796","4,178","2,475","1,703","16,181","13,253,782","6,633,895","6,619,887","281,267","281,264",3,226,"651,400"
Week 24 2016 06/10/2016 - 06/16/2016,"15,210","10,938","6,584","5,041","3,454","1,587","15,438","12,938,307","6,530,071","6,408,236","264,032","264,029",3,240,"956,900"
Week 25 2016 06/17/2016 - 06/23/2016,"15,248","11,067","6,730","5,170","3,478","1,692","15,604","12,776,616","6,505,470","6,271,146","250,570","250,568",2,220,"616,700"
Week 26 2016 06/24/2016 - 06/30/2016,"16,263","12,046","7,657","6,039","4,330","1,709","16,181","12,908,745","6,583,330","6,325,415","253,249","253,247",2,235,"819,400"
Week 27 2016 07/01/2016 - 07/07/2016,"13,756","11,201","6,940","5,135","3,194","1,941","18,055","10,223,493","6,391,172","3,832,321","261,756","261,753",3,300,"942,900"
Week 28 2016 07/08/2016 - 07/14/2016,"14,709","11,962","7,730","5,974","4,066","1,908","17,557","10,468,993","6,349,036","4,119,957","261,982","261,981",1,300,"1,073,500"
Week 29 2016 07/15/2016 - 07/21/2016,"14,869","12,101","7,705","5,990","3,970","2,020","17,152","10,745,328","6,593,055","4,152,273","275,747","275,746",1,410,"1,932,200"
Week 30 2016 07/22/2016 - 07/28/2016,"15,404","12,602","8,012","6,210","4,016","2,194","18,028","11,087,007","6,885,016","4,201,991","290,864","290,863",1,881,"4,337,200"
Week 31 2016 07/29/2016 - 08/04/2016,"16,342","13,442","8,628","6,721","4,246","2,475","19,071","11,570,195","7,220,198","4,349,997","295,802","295,799",3,259,"983,000"
Week 32 2016 08/05/2016 - 08/11/2016,"17,153","14,267","9,626","7,831","5,499","2,332","17,952","11,289,915","6,961,791","4,328,124","291,932","291,932",0,237,"821,300"
Week 33 2016 08/12/2016 - 08/18/2016,"17,546","14,591","9,937","7,944","5,422","2,522","19,929","11,413,510","6,981,421","4,432,089","307,185","307,185",0,292,"1,302,700"
Week 34 2016 08/19/2016 - 08/25/2016,"18,728","15,685","10,725","8,592","5,811","2,781","21,324","12,004,967","7,440,704","4,564,263","315,136","315,132",4,220,"837,800"
Week 35 2016 08/26/2016 - 09/01/2016,"22,525","19,288","14,113","11,798","8,457","3,341","23,150","12,619,182","7,763,136","4,856,046","303,893","303,891",2,235,"1,003,700"
Week 36 2016 09/02/2016 - 09/08/2016,"23,890","20,506","15,149","12,731","9,058","3,673","24,176","13,111,579","8,036,250","5,075,329","329,140","329,135",5,280,"1,373,700"
Week 37 2016 09/09/2016 - 09/15/2016,"26,614","22,862","17,171","14,600","10,646","3,954","25,709","14,164,437","8,536,612","5,627,825","359,745","359,743",2,331,"1,089,900"
Week 38 2016 09/16/2016 - 09/22/2016,"30,197","25,818","19,839","16,996","12,151","4,845","28,426","15,537,631","8,969,017","6,568,614","388,913","388,910",3,242,"814,300"
Week 39 2016 09/23/2016 - 09/29/2016,"34,609","29,566","23,015","19,939","14,802","5,137","30,763","17,391,260","9,827,459","7,563,801","428,487","428,487",0,263,"1,115,200"
Week 40 2016 09/30/2016 - 10/06/2016,"49,959","44,487","37,312","33,692","27,107","6,585","36,208","18,970,285","10,761,907","8,208,378","469,279","469,276",3,296,"988,400"
Week 41 2016 10/07/2016 - 10/13/2016,"76,723","70,468","62,180","57,999","50,542","7,457","41,804","21,814,891","12,432,067","9,382,824","505,277","505,273",4,308,"1,098,000"
Week 42 2016 10/14/2016 - 10/20/2016,"105,907","99,691","90,478","85,383","71,198","14,185","50,947","23,144,012","13,818,889","9,325,123","579,567","579,563",4,309,"1,190,300"
Week 43 2016 10/21/2016 - 10/27/2016,"263,597","250,773","236,772","222,537","129,548","92,989","142,349","40,237,401","21,002,035","19,235,366","733,398","733,395",3,412,"2,189,700"
Week 44 2016 10/28/2016 - 11/03/2016,"321,914","309,368","287,353","273,493","214,421","59,072","138,607","51,841,161","33,022,020","18,819,141","1,209,053","1,209,052",1,"2,855","20,424,800"
Week 45 2016 11/04/2016 - 11/10/2016,"435,952","420,206","388,480","370,928","315,467","55,461","175,528","71,207,130","47,588,231","23,618,899","1,922,505","1,922,502",3,"15,371","99,876,300"
Week 46 2016 11/11/2016 - 11/17/2016,"626,732","598,478","549,016","523,362","433,984","89,378","256,533","116,574,440","74,192,763","42,381,677","3,137,445","3,137,443",2,"49,987","376,432,300"
Week 47 2016 11/18/2016 - 11/24/2016,"944,197","888,668","792,377","745,688","576,942","168,746","466,898","227,728,892","144,435,937","83,292,955","6,489,271","6,489,267",4,"208,917","1,521,779,600"
Week 48 2016 11/25/2016 - 12/01/2016,"1,467,321","1,374,145","1,176,475","1,099,242","823,189","276,053","772,324","436,269,640","296,505,036","139,764,604","15,385,490","15,384,953",537,"379,735","2,265,690,300"
Week 49 2016 12/02/2016 - 12/08/2016,"1,726,407","1,581,175","1,320,166","1,225,195","927,874","297,321","949,707","609,361,826","391,513,320","217,848,506","20,669,755","20,668,849",906,"394,273","2,311,809,400"
Week 50 2016 12/09/2016 - 12/15/2016,"1,795,395","1,627,370","1,337,921","1,239,232","935,297","303,935","986,886","686,211,074","434,173,296","252,037,778","24,219,819","24,218,841",978,"436,789","2,454,771,800"
Week 51 2016 12/16/2016 - 12/22/2016,"1,932,119","1,734,141","1,403,841","1,297,468","1,006,264","291,204","1,063,730","792,416,778","495,449,971","296,966,807","29,650,146","29,648,729","1,417","514,447","2,781,947,100"
Week 52 2016 12/23/2016 - 12/29/2016,"1,245,488","1,048,454","731,975","655,276","458,975","196,301","766,990","770,269,266","474,718,360","295,550,906","21,426,541","21,424,658","1,883","429,541","1,866,466,300"
