Date,Albums w/TEA w/SEA On-Demand,Albums w/TEA w/SEA On-Demand Audio,Albums w/ TEA,Total Album Sales,Physical Albums Sales,Digital Albums Sales,Digital Song Sales,Total Streaming On-Demand,Streaming On-Demand Audio,Streaming On-Demand Video,Total Streaming Programmed,Streaming Programmed Audio,Streaming Programmed Video,Airplay Spins,Airplay Audience
Week 1 2017 12/30/2016 - 01/05/2017,"11,032,830","8,605,172","4,861,754","3,435,606","1,910,169","1,525,437","14,261,486","9,256,613,749","5,615,126,409","3,641,487,340","224,800,704","224,778,723","21,981","3,734,640","16,534,007,300"
Week 2 2017 01/06/2017 - 01/12/2017,"10,343,467","8,004,002","4,075,426","2,810,489","1,586,746","1,223,743","12,649,377","9,402,061,633","5,892,863,049","3,509,198,584","243,965,800","243,946,664","19,136","3,716,845","16,134,566,100"
Week 3 2017 01/13/2017 - 01/19/2017,"10,590,891","8,122,824","4,055,837","2,830,465","1,598,687","1,231,778","12,253,712","9,802,581,658","6,100,481,707","3,702,099,951","248,141,218","248,121,843","19,375","3,725,029","15,902,268,600"
Week 4 2017 01/20/2017 - 01/26/2017,"10,354,433","7,952,404","3,804,799","2,687,760","1,500,982","1,186,777","11,170,397","9,824,451,023","6,221,407,512","3,603,043,511","251,172,338","251,154,556","17,782","3,729,359","15,799,994,300"
Week 5 2017 01/27/2017 - 02/02/2017,"10,909,166","8,483,394","4,116,920","2,976,338","1,690,828","1,285,510","11,405,823","10,188,368,991","6,549,710,374","3,638,658,617","249,737,832","249,720,441","17,391","3,779,589","15,900,379,400"
Week 6 2017 02/03/2017 - 02/09/2017,"11,096,524","8,625,531","4,212,621","3,032,968","1,672,731","1,360,237","11,796,530","10,325,853,997","6,619,364,039","3,706,489,958","253,793,249","253,775,149","18,100","3,761,784","15,725,611,100"
Week 7 2017 02/10/2017 - 02/16/2017,"11,756,651","9,249,829","4,739,521","3,438,654","1,962,686","1,475,968","13,008,667","10,525,695,903","6,765,463,287","3,760,232,616","252,467,967","252,449,655","18,312","3,748,171","15,562,232,900"
Week 8 2017 02/17/2017 - 02/23/2017,"11,599,448","9,060,492","4,517,219","3,288,894","1,949,464","1,339,431","12,283,251","10,623,342,890","6,814,908,684","3,808,434,206","273,774,684","273,755,463","19,221","3,746,181","15,678,427,300"
Week 9 2017 02/24/2017 - 03/02/2017,"11,801,245","9,301,868","4,693,649","3,457,101","2,047,697","1,409,404","12,365,483","10,661,393,894","6,912,328,158","3,749,065,736","234,204,865","234,186,510","18,355","3,786,955","15,671,898,600"
Week 10 2017 03/03/2017 - 03/09/2017,"11,953,961","9,413,164","4,733,049","3,519,592","2,058,255","1,461,337","12,134,576","10,831,367,422","7,020,171,574","3,811,195,848","239,659,455","239,640,137","19,318","3,799,620","15,146,565,800"
Week 11 2017 03/10/2017 - 03/16/2017,"11,664,992","9,097,298","4,390,245","3,196,165","1,899,827","1,296,339","11,940,795","10,912,121,562","7,060,579,436","3,851,542,126","212,685,838","212,666,999","18,839","3,751,040","15,015,935,200"
Week 12 2017 03/17/2017 - 03/23/2017,"12,065,081","9,563,631","4,683,006","3,514,265","1,928,723","1,585,542","11,687,408","11,073,113,048","7,320,938,011","3,752,175,037","207,080,573","207,062,427","18,146","3,764,018","14,970,000,400"
Week 13 2017 03/24/2017 - 03/30/2017,"11,370,281","9,174,047","4,271,295","3,120,291","1,818,962","1,301,329","11,510,032","10,648,480,262","7,354,128,715","3,294,351,547","206,319,141","206,302,030","17,111","3,780,034","14,997,976,300"
Week 14 2017 03/31/2017 - 04/06/2017,"11,977,907","9,271,432","4,370,971","3,187,485","1,861,306","1,326,178","11,834,862","11,410,403,580","7,350,691,282","4,059,712,298","207,316,841","207,298,231","18,610","3,817,529","15,249,546,900"
Week 15 2017 04/07/2017 - 04/13/2017,"12,003,705","9,318,105","4,370,184","3,248,899","1,938,585","1,310,315","11,212,850","11,450,280,581","7,421,880,671","4,028,399,910","210,674,804","210,657,433","17,371","3,804,348","15,451,381,100"
Week 16 2017 04/14/2017 - 04/20/2017,"12,298,945","9,593,300","4,555,173","3,295,783","1,701,549","1,594,234","12,593,899","11,615,658,113","7,557,191,393","4,058,466,720","202,720,566","202,704,041","16,525","3,791,039","15,405,095,800"
Week 17 2017 04/21/2017 - 04/27/2017,"12,416,823","9,683,279","4,625,881","3,479,670","2,163,134","1,316,536","11,462,107","11,686,413,408","7,586,096,619","4,100,316,789","214,056,250","214,042,366","13,884","3,785,749","15,383,128,700"
Week 18 2017 04/28/2017 - 05/04/2017,"12,249,442","9,502,112","4,429,163","3,277,537","1,964,540","1,312,997","11,516,260","11,730,417,352","7,609,423,321","4,120,994,031","218,359,774","218,359,774",0,"3,806,033","15,449,353,200"
Week 19 2017 05/05/2017 - 05/11/2017,"12,580,795","9,853,269","4,747,856","3,624,543","2,080,547","1,543,995","11,233,137","11,749,407,639","7,658,118,720","4,091,288,919","221,929,935","221,929,935",0,"3,773,217","15,356,318,200"
Week 20 2017 05/12/2017 - 05/18/2017,"12,488,895","9,771,783","4,667,389","3,531,186","2,097,609","1,433,577","11,362,026","11,732,259,436","7,656,590,930","4,075,668,506","219,983,669","219,983,669",0,"3,777,177","15,314,606,000"
Week 21 2017 05/19/2017 - 05/25/2017,"12,046,182","9,350,675","4,318,000","3,098,487","1,835,231","1,263,255","12,195,133","11,592,272,947","7,549,012,576","4,043,260,371","209,732,413","209,732,413",0,"3,756,549","15,115,102,500"
Week 22 2017 05/26/2017 - 06/01/2017,"11,719,778","9,016,458","3,988,533","2,870,177","1,700,038","1,170,140","11,183,555","11,596,868,098","7,541,887,602","4,054,980,496","193,312,224","193,312,224",0,"3,810,201","15,492,151,300"
Week 23 2017 06/02/2017 - 06/08/2017,"11,846,728","9,188,577","4,173,042","3,071,708","1,820,005","1,251,703","11,013,336","11,510,529,316","7,523,302,897","3,987,226,419","190,824,273","190,824,273",0,"3,839,101","15,588,051,600"
Week 24 2017 06/09/2017 - 06/15/2017,"11,906,806","9,265,111","4,237,855","3,156,948","1,935,884","1,221,064","10,809,062","11,503,427,433","7,540,884,354","3,962,543,079","187,088,102","187,088,102",0,"3,802,607","15,466,841,100"
Week 25 2017 06/16/2017 - 06/22/2017,"12,145,974","9,492,738","4,428,347","3,326,449","1,930,845","1,395,604","11,018,984","11,576,440,644","7,596,586,407","3,979,854,237","179,228,169","179,228,169",0,"3,792,010","15,413,518,300"
Week 26 2017 06/23/2017 - 06/29/2017,"11,885,120","9,229,812","4,157,083","3,031,256","1,766,382","1,264,874","11,258,273","11,592,055,845","7,609,093,083","3,982,962,762","176,800,230","176,800,230",0,"3,793,748","15,685,777,900"
Week 27 2017 06/30/2017 - 07/06/2017,"11,716,190","9,009,190","4,033,057","2,933,084","1,721,171","1,211,913","10,999,736","11,524,699,272","7,464,198,875","4,060,500,397","169,010,578","169,010,578",0,"3,903,130","16,391,756,900"
Week 28 2017 07/07/2017 - 07/13/2017,"11,664,698","8,971,388","3,861,442","2,802,316","1,613,884","1,188,432","10,591,256","11,704,884,814","7,664,918,977","4,039,965,837","173,320,988","173,320,988",0,"3,858,828","16,048,562,400"
Week 29 2017 07/14/2017 - 07/20/2017,"11,752,639","9,002,189","3,909,805","2,848,515","1,704,098","1,144,416","10,612,898","11,764,252,144","7,638,575,913","4,125,676,231","172,499,222","172,499,222",0,"3,281,363","13,399,890,000"
Week 30 2017 07/21/2017 - 07/27/2017,"11,898,019","9,125,134","3,995,275","2,944,356","1,641,054","1,303,302","10,509,190","11,854,115,986","7,694,788,756","4,159,327,230","171,418,192","171,418,192",0,"3,822,408","15,624,085,500"
Week 31 2017 07/28/2017 - 08/03/2017,"11,766,246","8,955,711","3,808,271","2,774,804","1,648,176","1,126,628","10,334,665","11,936,963,280","7,721,160,981","4,215,802,299","175,312,566","175,312,566",0,"3,882,057","15,916,344,700"
Week 32 2017 08/04/2017 - 08/10/2017,"11,902,450","9,080,508","3,823,131","2,797,297","1,636,812","1,160,486","10,258,334","12,118,978,556","7,886,065,916","4,232,912,640","174,565,464","174,565,464",0,"3,862,155","15,858,346,500"
Week 33 2017 08/11/2017 - 08/17/2017,"11,829,689","9,016,777","3,778,770","2,771,166","1,643,210","1,127,956","10,076,043","12,076,379,418","7,857,010,092","4,219,369,326","175,811,563","175,811,563",0,"3,825,900","15,652,118,300"
Week 34 2017 08/18/2017 - 08/24/2017,"11,865,094","8,921,342","3,636,490","2,658,218","1,551,158","1,107,060","9,782,715","12,342,907,337","7,927,278,945","4,415,628,392","179,464,040","179,464,040",0,"3,823,090","15,471,355,900"
Week 35 2017 08/25/2017 - 08/31/2017,"12,041,498","9,070,094","3,639,415","2,637,628","1,486,775","1,150,852","10,017,878","12,603,123,411","8,146,017,378","4,457,106,033","182,365,715","182,365,715",0,"3,807,742","15,332,478,200"
Week 36 2017 09/01/2017 - 09/07/2017,"11,904,990","8,973,611","3,534,967","2,563,851","1,531,143","1,032,708","9,711,161","12,555,034,965","8,157,966,592","4,397,068,373","177,673,206","177,673,206",0,"3,866,770","15,766,808,400"
Week 37 2017 09/08/2017 - 09/14/2017,"11,708,928","8,903,433","3,571,426","2,656,552","1,560,149","1,096,403","9,148,744","12,206,252,753","7,998,010,245","4,208,242,508","185,018,220","185,018,220",0,"3,709,032","14,971,263,300"
Week 38 2017 09/15/2017 - 09/21/2017,"12,004,680","9,175,417","3,643,138","2,709,513","1,533,729","1,175,784","9,336,255","12,542,313,117","8,298,417,373","4,243,895,744","194,849,694","194,849,694",0,"3,792,954","15,215,187,700"
Week 39 2017 09/22/2017 - 09/28/2017,"12,087,568","9,288,077","3,676,922","2,770,672","1,618,630","1,152,042","9,062,503","12,615,968,750","8,416,732,780","4,199,235,970","198,365,378","198,365,378",0,"3,792,411","15,206,837,400"
Week 40 2017 09/29/2017 - 10/05/2017,"12,378,776","9,481,802","3,841,951","2,919,676","1,739,616","1,180,060","9,222,743","12,805,238,657","8,459,777,847","4,345,460,810","199,658,254","199,658,254",0,"3,837,561","15,442,452,400"
Week 41 2017 10/06/2017 - 10/12/2017,"12,236,370","9,236,035","3,663,227","2,738,126","1,651,200","1,086,926","9,251,011","12,859,713,462","8,359,211,180","4,500,502,282","185,686,206","185,686,206",0,"3,812,870","15,339,308,500"
Week 42 2017 10/13/2017 - 10/19/2017,"12,648,526","9,618,124","3,991,992","3,113,638","1,905,255","1,208,383","8,783,544","12,984,800,785","8,439,198,479","4,545,602,306","196,075,955","196,075,955",0,"3,820,264","15,017,093,900"
Week 43 2017 10/20/2017 - 10/26/2017,"12,528,279","9,437,603","3,752,338","2,879,427","1,751,422","1,128,006","8,729,106","13,163,911,362","8,527,896,859","4,636,014,503","198,728,850","198,728,850",0,"3,809,931","14,970,854,800"
Week 44 2017 10/27/2017 - 11/02/2017,"12,417,964","9,403,087","3,821,482","2,998,419","1,911,948","1,086,471","8,230,633","12,894,723,150","8,372,407,593","4,522,315,557","193,525,098","193,525,098",0,"3,856,187","15,065,903,500"
Week 45 2017 11/03/2017 - 11/09/2017,"13,113,277","9,929,878","4,188,024","3,293,192","2,065,416","1,227,776","8,948,318","13,387,879,327","8,612,781,169","4,775,098,158","198,067,607","198,067,607",0,"3,891,481","15,195,844,200"
Week 46 2017 11/10/2017 - 11/16/2017,"13,960,531","10,820,415","5,048,048","4,208,692","2,462,773","1,745,919","8,393,561","13,368,724,030","8,658,549,505","4,710,174,525","194,422,900","194,422,900",0,"3,841,571","15,091,952,100"
Week 47 2017 11/17/2017 - 11/23/2017,"14,059,266","10,563,834","4,726,804","3,819,907","2,543,808","1,276,099","9,068,969","13,998,692,006","8,755,544,135","5,243,147,871","180,272,394","180,272,394",0,"3,887,411","15,545,414,700"
Week 48 2017 11/24/2017 - 11/30/2017,"13,628,530","10,541,961","4,833,419","4,039,954","2,961,574","1,078,380","7,934,658","13,192,665,602","8,562,811,955","4,629,853,647","181,031,618","181,031,618",0,"3,936,866","15,816,047,600"
Week 49 2017 12/01/2017 - 12/07/2017,"14,797,737","11,440,289","5,339,603","4,497,357","3,315,956","1,181,401","8,422,459","14,187,200,476","9,151,028,895","5,036,171,581","203,857,956","203,857,956",0,"3,925,636","15,714,184,200"
Week 50 2017 12/08/2017 - 12/14/2017,"14,739,187","11,428,782","5,296,212","4,479,259","3,366,285","1,112,974","8,169,526","14,164,461,980","9,198,854,732","4,965,607,248","200,275,671","200,275,671",0,"3,887,956","15,540,228,700"
Week 51 2017 12/15/2017 - 12/21/2017,"16,439,775","12,999,513","6,818,494","5,912,222","4,557,349","1,354,873","9,062,719","14,431,921,484","9,271,527,709","5,160,393,775","198,641,039","198,641,039",0,"3,926,243","15,759,514,900"
